"","lon","lat","date","time","dateTime"
"341",-117.167522,32.710659,"2011-08-19","17:59:00",2011-08-19 17:59:00
"342",-117.166397,32.71003,"2011-08-19","17:59:11",2011-08-19 17:59:11
"343",-117.165118,32.709379,"2011-08-19","17:59:30",2011-08-19 17:59:30
"344",-117.164675,32.709154,"2011-08-19","18:00:09",2011-08-19 18:00:09
"345",-117.16442,32.709032,"2011-08-19","18:00:52",2011-08-19 18:00:52
"346",-117.164005,32.709252,"2011-08-19","18:01:26",2011-08-19 18:01:26
"347",-117.163764,32.710232,"2011-08-19","18:01:44",2011-08-19 18:01:44
"348",-117.163828,32.710829,"2011-08-19","18:02:17",2011-08-19 18:02:17
"349",-117.163867,32.711137,"2011-08-19","18:02:56",2011-08-19 18:02:56
"350",-117.163859,32.712383,"2011-08-19","18:03:21",2011-08-19 18:03:21
"351",-117.16385,32.713474,"2011-08-19","18:03:32",2011-08-19 18:03:32
"352",-117.163833,32.714569,"2011-08-19","18:03:43",2011-08-19 18:03:43
"353",-117.164108,32.715907,"2011-08-19","18:03:59",2011-08-19 18:03:59
"354",-117.163852,32.717049,"2011-08-19","18:04:10",2011-08-19 18:04:10
"355",-117.163872,32.718274,"2011-08-19","18:04:20",2011-08-19 18:04:20
"356",-117.163792,32.719528,"2011-08-19","18:04:32",2011-08-19 18:04:32
"357",-117.163828,32.720832,"2011-08-19","18:04:50",2011-08-19 18:04:50
"358",-117.163877,32.722102,"2011-08-19","18:05:02",2011-08-19 18:05:02
"359",-117.163946,32.723284,"2011-08-19","18:05:12",2011-08-19 18:05:12
"360",-117.164429,32.724403,"2011-08-19","18:05:33",2011-08-19 18:05:33
"361",-117.165912,32.725591,"2011-08-19","18:05:43",2011-08-19 18:05:43
"362",-117.167441,32.727155,"2011-08-19","18:05:53",2011-08-19 18:05:53
"363",-117.169283,32.729165,"2011-08-19","18:06:03",2011-08-19 18:06:03
"364",-117.1714,32.731509,"2011-08-19","18:06:13",2011-08-19 18:06:13
"365",-117.173451,32.733861,"2011-08-19","18:06:23",2011-08-19 18:06:23
"366",-117.175474,32.736193,"2011-08-19","18:06:33",2011-08-19 18:06:33
"367",-117.177444,32.73841,"2011-08-19","18:06:43",2011-08-19 18:06:43
"368",-117.179445,32.740667,"2011-08-19","18:06:53",2011-08-19 18:06:53
"369",-117.182089,32.742414,"2011-08-19","18:07:03",2011-08-19 18:07:03
"370",-117.184993,32.743717,"2011-08-19","18:07:13",2011-08-19 18:07:13
"371",-117.18792,32.745071,"2011-08-19","18:07:23",2011-08-19 18:07:23
"372",-117.190939,32.746491,"2011-08-19","18:07:33",2011-08-19 18:07:33
"373",-117.193931,32.748084,"2011-08-19","18:07:43",2011-08-19 18:07:43
"374",-117.196419,32.750351,"2011-08-19","18:07:53",2011-08-19 18:07:53
"375",-117.198503,32.752634,"2011-08-19","18:08:03",2011-08-19 18:08:03
"376",-117.200925,32.754427,"2011-08-19","18:08:13",2011-08-19 18:08:13
"377",-117.202977,32.756528,"2011-08-19","18:08:23",2011-08-19 18:08:23
"378",-117.203694,32.759149,"2011-08-19","18:08:33",2011-08-19 18:08:33
"379",-117.204288,32.761631,"2011-08-19","18:08:43",2011-08-19 18:08:43
"380",-117.204888,32.76397,"2011-08-19","18:08:53",2011-08-19 18:08:53
"381",-117.205415,32.766159,"2011-08-19","18:09:03",2011-08-19 18:09:03
"382",-117.205781,32.768117,"2011-08-19","18:09:13",2011-08-19 18:09:13
"383",-117.205849,32.769624,"2011-08-19","18:09:23",2011-08-19 18:09:23
"384",-117.205818,32.769927,"2011-08-19","18:10:06",2011-08-19 18:10:06
"385",-117.206336,32.770194,"2011-08-19","18:10:32",2011-08-19 18:10:32
"386",-117.207149,32.769757,"2011-08-19","18:10:56",2011-08-19 18:10:56
"387",-117.208066,32.76913,"2011-08-19","18:11:15",2011-08-19 18:11:15
"388",-117.208752,32.767562,"2011-08-19","18:11:25",2011-08-19 18:11:25
"389",-117.208744,32.765697,"2011-08-19","18:11:35",2011-08-19 18:11:35
"390",-117.209371,32.763945,"2011-08-19","18:11:45",2011-08-19 18:11:45
"391",-117.210907,32.762558,"2011-08-19","18:11:55",2011-08-19 18:11:55
"392",-117.212989,32.761937,"2011-08-19","18:12:05",2011-08-19 18:12:05
"393",-117.215198,32.761691,"2011-08-19","18:12:15",2011-08-19 18:12:15
"394",-117.217531,32.761427,"2011-08-19","18:12:25",2011-08-19 18:12:25
"395",-117.219786,32.761183,"2011-08-19","18:12:35",2011-08-19 18:12:35
"396",-117.221885,32.761046,"2011-08-19","18:12:45",2011-08-19 18:12:45
"397",-117.223383,32.761262,"2011-08-19","18:13:00",2011-08-19 18:13:00
"398",-117.224902,32.761517,"2011-08-19","18:13:14",2011-08-19 18:13:14
"399",-117.226206,32.761946,"2011-08-19","18:13:24",2011-08-19 18:13:24
"400",-117.227696,32.762342,"2011-08-19","18:13:34",2011-08-19 18:13:34
"401",-117.229387,32.762289,"2011-08-19","18:13:44",2011-08-19 18:13:44
"402",-117.23079,32.762389,"2011-08-19","18:13:54",2011-08-19 18:13:54
"403",-117.230765,32.76298,"2011-08-19","18:14:25",2011-08-19 18:14:25
"404",-117.230742,32.762998,"2011-08-19","18:15:13",2011-08-19 18:15:13
"405",-117.229635,32.762658,"2011-08-19","18:15:37",2011-08-19 18:15:37
"406",-117.228207,32.762588,"2011-08-19","18:15:59",2011-08-19 18:15:59
"407",-117.226987,32.762592,"2011-08-19","18:16:28",2011-08-19 18:16:28
"408",-117.22602,32.762195,"2011-08-19","18:17:04",2011-08-19 18:17:04
"409",-117.22501,32.761836,"2011-08-19","18:17:37",2011-08-19 18:17:37
"410",-117.223857,32.761829,"2011-08-19","18:18:19",2011-08-19 18:18:19
"411",-117.223437,32.761777,"2011-08-19","18:19:06",2011-08-19 18:19:06
"412",-117.223401,32.76178,"2011-08-20","02:14:39",2011-08-20 02:14:39
"413",-117.223038,32.761489,"2011-08-20","02:15:23",2011-08-20 02:15:23
"414",-117.22396,32.761887,"2011-08-20","02:15:45",2011-08-20 02:15:45
"415",-117.224085,32.762133,"2011-08-20","02:16:17",2011-08-20 02:16:17
"416",-117.224721,32.76153,"2011-08-20","02:16:40",2011-08-20 02:16:40
"417",-117.226283,32.761778,"2011-08-20","02:16:50",2011-08-20 02:16:50
"418",-117.228075,32.762008,"2011-08-20","02:17:00",2011-08-20 02:17:00
"419",-117.229741,32.761667,"2011-08-20","02:17:10",2011-08-20 02:17:10
"420",-117.231065,32.761105,"2011-08-20","02:17:22",2011-08-20 02:17:22
"421",-117.231535,32.761889,"2011-08-20","02:17:37",2011-08-20 02:17:37
"422",-117.23018,32.761385,"2011-08-20","02:17:48",2011-08-20 02:17:48
"423",-117.228241,32.760144,"2011-08-20","02:17:58",2011-08-20 02:17:58
"424",-117.226356,32.758992,"2011-08-20","02:18:08",2011-08-20 02:18:08
"425",-117.225239,32.758326,"2011-08-20","02:18:26",2011-08-20 02:18:26
"426",-117.224129,32.757603,"2011-08-20","02:18:39",2011-08-20 02:18:39
"427",-117.223009,32.756828,"2011-08-20","02:18:49",2011-08-20 02:18:49
"428",-117.222922,32.755876,"2011-08-20","02:19:03",2011-08-20 02:19:03
"429",-117.223629,32.756477,"2011-08-20","02:19:13",2011-08-20 02:19:13
"430",-117.222044,32.756803,"2011-08-20","02:19:23",2011-08-20 02:19:23
"431",-117.219478,32.757158,"2011-08-20","02:19:33",2011-08-20 02:19:33
"432",-117.216448,32.757851,"2011-08-20","02:19:43",2011-08-20 02:19:43
"433",-117.213541,32.758386,"2011-08-20","02:19:53",2011-08-20 02:19:53
"434",-117.210752,32.758703,"2011-08-20","02:20:03",2011-08-20 02:20:03
"435",-117.208313,32.758918,"2011-08-20","02:20:13",2011-08-20 02:20:13
"436",-117.205752,32.758999,"2011-08-20","02:20:23",2011-08-20 02:20:23
"437",-117.203693,32.757833,"2011-08-20","02:20:33",2011-08-20 02:20:33
"438",-117.202826,32.755892,"2011-08-20","02:20:43",2011-08-20 02:20:43
"439",-117.200867,32.754093,"2011-08-20","02:20:53",2011-08-20 02:20:53
"440",-117.198466,32.752352,"2011-08-20","02:21:03",2011-08-20 02:21:03
"441",-117.196401,32.750084,"2011-08-20","02:21:13",2011-08-20 02:21:13
"442",-117.19397,32.747881,"2011-08-20","02:21:23",2011-08-20 02:21:23
"443",-117.190975,32.746318,"2011-08-20","02:21:33",2011-08-20 02:21:33
"444",-117.188087,32.744991,"2011-08-20","02:21:43",2011-08-20 02:21:43
"445",-117.185163,32.743638,"2011-08-20","02:21:53",2011-08-20 02:21:53
"446",-117.182087,32.742213,"2011-08-20","02:22:03",2011-08-20 02:22:03
"447",-117.179472,32.740519,"2011-08-20","02:22:13",2011-08-20 02:22:13
"448",-117.177406,32.73814,"2011-08-20","02:22:23",2011-08-20 02:22:23
"449",-117.175373,32.735774,"2011-08-20","02:22:33",2011-08-20 02:22:33
"450",-117.173448,32.733564,"2011-08-20","02:22:43",2011-08-20 02:22:43
"451",-117.171748,32.731601,"2011-08-20","02:22:53",2011-08-20 02:22:53
"452",-117.170252,32.729817,"2011-08-20","02:23:03",2011-08-20 02:23:03
"453",-117.168777,32.728104,"2011-08-20","02:23:13",2011-08-20 02:23:13
"454",-117.167587,32.726656,"2011-08-20","02:23:23",2011-08-20 02:23:23
"455",-117.166616,32.725304,"2011-08-20","02:23:33",2011-08-20 02:23:33
"456",-117.165362,32.724015,"2011-08-20","02:23:43",2011-08-20 02:23:43
"457",-117.164724,32.722724,"2011-08-20","02:23:53",2011-08-20 02:23:53
"458",-117.164717,32.721289,"2011-08-20","02:24:03",2011-08-20 02:24:03
"459",-117.164733,32.720187,"2011-08-20","02:24:16",2011-08-20 02:24:16
"460",-117.164746,32.719112,"2011-08-20","02:24:26",2011-08-20 02:24:26
"461",-117.16471,32.718047,"2011-08-20","02:24:36",2011-08-20 02:24:36
"462",-117.164736,32.717016,"2011-08-20","02:24:47",2011-08-20 02:24:47
"463",-117.164771,32.716806,"2011-08-20","02:25:29",2011-08-20 02:25:29
"464",-117.164757,32.715605,"2011-08-20","02:25:43",2011-08-20 02:25:43
"465",-117.164704,32.714419,"2011-08-20","02:25:53",2011-08-20 02:25:53
"466",-117.164673,32.713193,"2011-08-20","02:26:03",2011-08-20 02:26:03
"467",-117.164592,32.712072,"2011-08-20","02:26:14",2011-08-20 02:26:14
"468",-117.165313,32.711487,"2011-08-20","02:26:48",2011-08-20 02:26:48
"469",-117.166841,32.711556,"2011-08-20","02:26:58",2011-08-20 02:26:58
"470",-117.168112,32.711348,"2011-08-20","02:27:18",2011-08-20 02:27:18
"471",-117.168385,32.710875,"2011-08-20","02:27:53",2011-08-20 02:27:53
"472",-117.16703,32.713382,"2011-08-20","03:09:45",2011-08-20 03:09:45
"473",-117.166634,32.71193,"2011-08-20","03:10:10",2011-08-20 03:10:10
"474",-117.165865,32.711417,"2011-08-20","03:10:48",2011-08-20 03:10:48
"475",-117.164992,32.711599,"2011-08-20","03:11:35",2011-08-20 03:11:35
"476",-117.164399,32.711687,"2011-08-20","03:12:21",2011-08-20 03:12:21
"477",-117.163835,32.711351,"2011-08-20","03:13:08",2011-08-20 03:13:08
"478",-117.163318,32.711408,"2011-08-20","03:13:52",2011-08-20 03:13:52
"479",-117.162544,32.711563,"2011-08-20","03:14:34",2011-08-20 03:14:34
"480",-117.16193,32.711435,"2011-08-20","03:15:22",2011-08-20 03:15:22
"481",-117.16127,32.711596,"2011-08-20","03:16:09",2011-08-20 03:16:09
"482",-117.161186,32.712197,"2011-08-20","03:16:58",2011-08-20 03:16:58
"483",-117.161125,32.712812,"2011-08-20","03:17:47",2011-08-20 03:17:47
"484",-117.161143,32.713429,"2011-08-20","03:18:37",2011-08-20 03:18:37
"485",-117.161112,32.71405,"2011-08-20","03:19:25",2011-08-20 03:19:25
"486",-117.161307,32.71462,"2011-08-20","03:20:14",2011-08-20 03:20:14
"487",-117.162117,32.714581,"2011-08-20","03:20:51",2011-08-20 03:20:51
"488",-117.162225,32.714577,"2011-08-20","03:21:39",2011-08-20 03:21:39
"489",-117.161907,32.714485,"2011-08-20","03:22:22",2011-08-20 03:22:22
"490",-117.162099,32.714037,"2011-08-20","03:23:05",2011-08-20 03:23:05
"491",-117.16281,32.713755,"2011-08-20","03:23:51",2011-08-20 03:23:51
"492",-117.16331,32.713736,"2011-08-20","03:24:41",2011-08-20 03:24:41
"493",-117.163179,32.713724,"2011-08-20","03:25:21",2011-08-20 03:25:21
"494",-117.160987,32.712248,"2011-08-20","04:16:11",2011-08-20 04:16:11
"495",-117.161117,32.711803,"2011-08-20","04:17:02",2011-08-20 04:17:02
"496",-117.161397,32.711486,"2011-08-20","04:17:52",2011-08-20 04:17:52
"497",-117.161923,32.711405,"2011-08-20","04:18:38",2011-08-20 04:18:38
"498",-117.162422,32.711429,"2011-08-20","04:19:22",2011-08-20 04:19:22
"499",-117.163082,32.711522,"2011-08-20","04:20:08",2011-08-20 04:20:08
"500",-117.163536,32.711732,"2011-08-20","04:20:57",2011-08-20 04:20:57
"501",-117.161703,32.712316,"2011-08-20","05:12:50",2011-08-20 05:12:50
"502",-117.161665,32.711802,"2011-08-20","05:13:40",2011-08-20 05:13:40
"503",-117.161937,32.711599,"2011-08-20","05:14:22",2011-08-20 05:14:22
"504",-117.162177,32.711463,"2011-08-20","05:14:50",2011-08-20 05:14:50
"505",-117.162686,32.711525,"2011-08-20","05:15:13",2011-08-20 05:15:13
"506",-117.163395,32.711583,"2011-08-20","05:15:43",2011-08-20 05:15:43
"507",-117.163971,32.711564,"2011-08-20","05:16:22",2011-08-20 05:16:22
"508",-117.164324,32.711484,"2011-08-20","05:17:07",2011-08-20 05:17:07
"509",-117.164726,32.71147,"2011-08-20","05:17:57",2011-08-20 05:17:57
"510",-117.164998,32.711495,"2011-08-20","05:18:36",2011-08-20 05:18:36
"511",-117.165707,32.711463,"2011-08-20","05:19:23",2011-08-20 05:19:23
"512",-117.166192,32.711505,"2011-08-20","05:20:12",2011-08-20 05:20:12
"513",-117.166745,32.711527,"2011-08-20","05:20:57",2011-08-20 05:20:57
"514",-117.167483,32.711426,"2011-08-20","05:21:42",2011-08-20 05:21:42
"515",-117.168088,32.711143,"2011-08-20","05:22:22",2011-08-20 05:22:22
"516",-117.168625,32.710734,"2011-08-20","05:22:59",2011-08-20 05:22:59
"517",-117.169124,32.710612,"2011-08-20","05:23:49",2011-08-20 05:23:49
"518",-117.161445,32.707856,"2011-08-20","05:26:34",2011-08-20 05:26:34
"519",-117.170194,32.708658,"2011-08-20","20:13:29",2011-08-20 20:13:29
"520",-117.17042,32.708604,"2011-08-20","20:14:19",2011-08-20 20:14:19
"521",-117.17056,32.708569,"2011-08-20","20:14:59",2011-08-20 20:14:59
"522",-117.170628,32.708548,"2011-08-20","20:15:39",2011-08-20 20:15:39
"523",-117.170815,32.708534,"2011-08-20","20:16:22",2011-08-20 20:16:22
"524",-117.170808,32.708514,"2011-08-20","20:17:04",2011-08-20 20:17:04
"525",-117.170955,32.708511,"2011-08-20","20:17:49",2011-08-20 20:17:49
"526",-117.171467,32.708669,"2011-08-20","20:18:39",2011-08-20 20:18:39
"527",-117.171749,32.708977,"2011-08-20","20:19:29",2011-08-20 20:19:29
"528",-117.17188,32.709084,"2011-08-20","20:20:14",2011-08-20 20:20:14
"529",-117.171869,32.709102,"2011-08-20","20:20:59",2011-08-20 20:20:59
"530",-117.171925,32.709092,"2011-08-20","20:21:44",2011-08-20 20:21:44
"531",-117.172064,32.709524,"2011-08-20","20:29:14",2011-08-20 20:29:14
"532",-117.172607,32.709367,"2011-08-20","20:30:04",2011-08-20 20:30:04
"533",-117.172728,32.709306,"2011-08-20","20:30:44",2011-08-20 20:30:44
"534",-117.172947,32.709234,"2011-08-20","20:31:27",2011-08-20 20:31:27
"535",-117.172971,32.709246,"2011-08-20","20:32:07",2011-08-20 20:32:07
"536",-117.172961,32.709238,"2011-08-20","20:32:54",2011-08-20 20:32:54
"537",-117.172983,32.709247,"2011-08-20","20:33:34",2011-08-20 20:33:34
"538",-117.172985,32.709236,"2011-08-20","20:34:24",2011-08-20 20:34:24
"539",-117.172948,32.709252,"2011-08-20","20:35:09",2011-08-20 20:35:09
"540",-117.172626,32.709423,"2011-08-20","20:35:54",2011-08-20 20:35:54
"541",-117.172149,32.709619,"2011-08-20","20:36:44",2011-08-20 20:36:44
"542",-117.172297,32.709945,"2011-08-20","20:37:29",2011-08-20 20:37:29
"543",-117.172547,32.710518,"2011-08-20","20:38:19",2011-08-20 20:38:19
"544",-117.172817,32.711135,"2011-08-20","20:39:09",2011-08-20 20:39:09
"545",-117.173014,32.711639,"2011-08-20","20:39:59",2011-08-20 20:39:59
"546",-117.173248,32.712166,"2011-08-20","20:40:49",2011-08-20 20:40:49
"547",-117.173527,32.712615,"2011-08-20","20:41:39",2011-08-20 20:41:39
"548",-117.173961,32.712633,"2011-08-20","20:47:54",2011-08-20 20:47:54
"549",-117.174107,32.712739,"2011-08-20","20:48:39",2011-08-20 20:48:39
"550",-117.17423,32.712813,"2011-08-20","20:49:19",2011-08-20 20:49:19
"551",-117.17458,32.71306,"2011-08-20","20:50:09",2011-08-20 20:50:09
"552",-117.174687,32.713083,"2011-08-20","20:50:54",2011-08-20 20:50:54
"553",-117.174821,32.71309,"2011-08-20","20:51:37",2011-08-20 20:51:37
"554",-117.17502,32.712866,"2011-08-20","20:52:24",2011-08-20 20:52:24
"555",-117.175138,32.71278,"2011-08-20","20:53:09",2011-08-20 20:53:09
"556",-117.175523,32.712896,"2011-08-20","20:58:04",2011-08-20 20:58:04
"557",-117.175478,32.712896,"2011-08-20","20:58:49",2011-08-20 20:58:49
"558",-117.175614,32.712819,"2011-08-20","20:59:29",2011-08-20 20:59:29
"559",-117.175797,32.712795,"2011-08-20","21:00:14",2011-08-20 21:00:14
"560",-117.17577,32.712751,"2011-08-20","21:00:54",2011-08-20 21:00:54
"561",-117.175186,32.712768,"2011-08-20","21:12:29",2011-08-20 21:12:29
"562",-117.174641,32.712805,"2011-08-20","21:13:19",2011-08-20 21:13:19
"563",-117.17398,32.712638,"2011-08-20","21:14:09",2011-08-20 21:14:09
"564",-117.173529,32.712899,"2011-08-20","21:14:59",2011-08-20 21:14:59
"565",-117.173415,32.71339,"2011-08-20","21:15:49",2011-08-20 21:15:49
"566",-117.173418,32.714014,"2011-08-20","21:16:39",2011-08-20 21:16:39
"567",-117.173414,32.71416,"2011-08-20","21:17:24",2011-08-20 21:17:24
"568",-117.173425,32.714565,"2011-08-20","21:18:14",2011-08-20 21:18:14
"569",-117.173359,32.71499,"2011-08-20","21:19:04",2011-08-20 21:19:04
"570",-117.173382,32.715485,"2011-08-20","21:19:54",2011-08-20 21:19:54
"571",-117.173389,32.715816,"2011-08-20","21:20:44",2011-08-20 21:20:44
"572",-117.173465,32.715403,"2011-08-20","21:21:34",2011-08-20 21:21:34
"573",-117.173464,32.715402,"2011-08-20","21:22:22",2011-08-20 21:22:22
"574",-117.173796,32.715659,"2011-08-20","21:23:09",2011-08-20 21:23:09
"575",-117.174015,32.715679,"2011-08-20","21:23:54",2011-08-20 21:23:54
"576",-117.174113,32.715881,"2011-08-20","21:24:44",2011-08-20 21:24:44
"577",-117.174655,32.715694,"2011-08-20","21:25:34",2011-08-20 21:25:34
"578",-117.17525,32.715554,"2011-08-20","21:33:10",2011-08-20 21:33:10
"579",-117.175663,32.715571,"2011-08-20","21:34:00",2011-08-20 21:34:00
"580",-117.176219,32.71562,"2011-08-20","21:34:50",2011-08-20 21:34:50
"581",-117.176403,32.715678,"2011-08-20","21:35:30",2011-08-20 21:35:30
"582",-117.176683,32.715825,"2011-08-20","21:36:20",2011-08-20 21:36:20
"583",-117.176683,32.715828,"2011-08-20","21:37:10",2011-08-20 21:37:10
"584",-117.176685,32.715831,"2011-08-20","21:38:00",2011-08-20 21:38:00
"585",-117.176713,32.715834,"2011-08-20","21:38:40",2011-08-20 21:38:40
"586",-117.176238,32.715568,"2011-08-20","21:39:30",2011-08-20 21:39:30
"587",-117.175662,32.715554,"2011-08-20","21:40:20",2011-08-20 21:40:20
"588",-117.175028,32.715529,"2011-08-20","21:41:10",2011-08-20 21:41:10
"589",-117.174357,32.715552,"2011-08-20","21:42:00",2011-08-20 21:42:00
"590",-117.173661,32.715553,"2011-08-20","21:42:50",2011-08-20 21:42:50
"591",-117.173443,32.715175,"2011-08-20","21:43:40",2011-08-20 21:43:40
"592",-117.173451,32.714707,"2011-08-20","21:44:30",2011-08-20 21:44:30
"593",-117.17336,32.714062,"2011-08-20","21:45:18",2011-08-20 21:45:18
"594",-117.173446,32.713587,"2011-08-20","21:46:08",2011-08-20 21:46:08
"595",-117.173513,32.71306,"2011-08-20","21:46:58",2011-08-20 21:46:58
"596",-117.173418,32.712712,"2011-08-20","21:47:48",2011-08-20 21:47:48
"597",-117.173415,32.712553,"2011-08-20","21:48:38",2011-08-20 21:48:38
"598",-117.173374,32.712745,"2011-08-20","21:49:23",2011-08-20 21:49:23
"599",-117.173493,32.713277,"2011-08-20","21:50:13",2011-08-20 21:50:13
"600",-117.173343,32.713825,"2011-08-20","21:51:03",2011-08-20 21:51:03
"601",-117.17356,32.714026,"2011-08-20","21:51:53",2011-08-20 21:51:53
"602",-117.174385,32.714334,"2011-08-20","21:52:43",2011-08-20 21:52:43
"603",-117.174845,32.714443,"2011-08-20","21:53:25",2011-08-20 21:53:25
"604",-117.175063,32.714367,"2011-08-20","21:54:09",2011-08-20 21:54:09
"605",-117.175121,32.714354,"2011-08-20","21:54:52",2011-08-20 21:54:52
"606",-117.175281,32.714334,"2011-08-20","21:55:34",2011-08-20 21:55:34
"607",-117.175382,32.714336,"2011-08-20","21:56:14",2011-08-20 21:56:14
"608",-117.175425,32.714262,"2011-08-20","21:56:59",2011-08-20 21:56:59
"609",-117.175441,32.714161,"2011-08-20","21:57:49",2011-08-20 21:57:49
"610",-117.175601,32.714223,"2011-08-20","21:58:34",2011-08-20 21:58:34
"611",-117.175772,32.714352,"2011-08-20","21:59:23",2011-08-20 21:59:23
"612",-117.175768,32.714436,"2011-08-20","22:00:03",2011-08-20 22:00:03
"613",-117.175629,32.714408,"2011-08-20","22:00:48",2011-08-20 22:00:48
"614",-117.175128,32.71424,"2011-08-20","22:01:38",2011-08-20 22:01:38
"615",-117.174608,32.714285,"2011-08-20","22:02:23",2011-08-20 22:02:23
"616",-117.17464,32.714317,"2011-08-20","22:03:13",2011-08-20 22:03:13
"617",-117.174668,32.714301,"2011-08-20","22:03:53",2011-08-20 22:03:53
"618",-117.174598,32.714042,"2011-08-20","22:04:38",2011-08-20 22:04:38
"619",-117.174593,32.714027,"2011-08-20","22:05:23",2011-08-20 22:05:23
"620",-117.174354,32.713768,"2011-08-20","22:06:08",2011-08-20 22:06:08
"621",-117.174335,32.713622,"2011-08-20","22:06:48",2011-08-20 22:06:48
"622",-117.174203,32.713672,"2011-08-20","22:11:49",2011-08-20 22:11:49
"623",-117.174026,32.713962,"2011-08-20","22:12:37",2011-08-20 22:12:37
"624",-117.174045,32.713896,"2011-08-20","22:13:17",2011-08-20 22:13:17
"625",-117.17404,32.713831,"2011-08-20","22:13:57",2011-08-20 22:13:57
"626",-117.174075,32.713776,"2011-08-20","22:14:42",2011-08-20 22:14:42
"627",-117.174053,32.713755,"2011-08-20","22:15:22",2011-08-20 22:15:22
"628",-117.174013,32.713728,"2011-08-20","22:16:07",2011-08-20 22:16:07
"629",-117.174335,32.713757,"2011-08-20","22:16:55",2011-08-20 22:16:55
"630",-117.174361,32.713751,"2011-08-20","22:17:40",2011-08-20 22:17:40
"631",-117.174571,32.713823,"2011-08-20","22:18:27",2011-08-20 22:18:27
"632",-117.174623,32.713803,"2011-08-20","22:19:07",2011-08-20 22:19:07
"633",-117.174815,32.713734,"2011-08-20","22:19:52",2011-08-20 22:19:52
"634",-117.174946,32.71374,"2011-08-20","22:20:37",2011-08-20 22:20:37
"635",-117.174979,32.713695,"2011-08-20","22:21:17",2011-08-20 22:21:17
"636",-117.174975,32.713715,"2011-08-20","22:22:00",2011-08-20 22:22:00
"637",-117.175394,32.713679,"2011-08-20","22:22:47",2011-08-20 22:22:47
"638",-117.175788,32.713523,"2011-08-20","22:41:35",2011-08-20 22:41:35
"639",-117.17583,32.713538,"2011-08-20","22:42:20",2011-08-20 22:42:20
"640",-117.176033,32.713826,"2011-08-20","22:43:07",2011-08-20 22:43:07
"641",-117.176291,32.713842,"2011-08-20","22:43:52",2011-08-20 22:43:52
"642",-117.17675,32.713799,"2011-08-20","22:44:40",2011-08-20 22:44:40
"643",-117.176725,32.713789,"2011-08-20","22:45:22",2011-08-20 22:45:22
"644",-117.176734,32.713788,"2011-08-20","22:46:07",2011-08-20 22:46:07
"645",-117.176737,32.713808,"2011-08-20","22:46:57",2011-08-20 22:46:57
"646",-117.176743,32.71381,"2011-08-20","22:47:47",2011-08-20 22:47:47
"647",-117.176744,32.713809,"2011-08-20","22:48:37",2011-08-20 22:48:37
"648",-117.176759,32.713877,"2011-08-20","22:49:22",2011-08-20 22:49:22
"649",-117.176757,32.713872,"2011-08-20","22:50:12",2011-08-20 22:50:12
"650",-117.176757,32.713874,"2011-08-20","22:51:02",2011-08-20 22:51:02
"651",-117.176755,32.713877,"2011-08-20","22:51:52",2011-08-20 22:51:52
"652",-117.176755,32.713879,"2011-08-20","22:52:42",2011-08-20 22:52:42
"653",-117.176754,32.713881,"2011-08-20","22:53:32",2011-08-20 22:53:32
"654",-117.176755,32.713884,"2011-08-20","22:54:22",2011-08-20 22:54:22
"655",-117.176756,32.713884,"2011-08-20","22:55:12",2011-08-20 22:55:12
"656",-117.176758,32.713884,"2011-08-20","22:56:02",2011-08-20 22:56:02
"657",-117.176756,32.713801,"2011-08-20","22:56:47",2011-08-20 22:56:47
"658",-117.17676,32.713857,"2011-08-20","22:57:27",2011-08-20 22:57:27
"659",-117.17674,32.713677,"2011-08-20","22:58:12",2011-08-20 22:58:12
"660",-117.17624,32.7137,"2011-08-20","22:59:02",2011-08-20 22:59:02
"661",-117.175732,32.713903,"2011-08-20","22:59:52",2011-08-20 22:59:52
"662",-117.175449,32.713887,"2011-08-20","23:00:42",2011-08-20 23:00:42
"663",-117.175301,32.713928,"2011-08-20","23:01:20",2011-08-20 23:01:20
"664",-117.175285,32.713681,"2011-08-20","23:02:05",2011-08-20 23:02:05
"665",-117.175485,32.714036,"2011-08-20","23:16:22",2011-08-20 23:16:22
"666",-117.175346,32.713735,"2011-08-20","23:17:12",2011-08-20 23:17:12
"667",-117.175275,32.714074,"2011-08-20","23:21:19",2011-08-20 23:21:19
"668",-117.175443,32.713828,"2011-08-20","23:22:08",2011-08-20 23:22:08
"669",-117.175452,32.713837,"2011-08-20","23:22:56",2011-08-20 23:22:56
"670",-117.175368,32.713793,"2011-08-20","23:23:38",2011-08-20 23:23:38
"671",-117.175359,32.713819,"2011-08-20","23:24:18",2011-08-20 23:24:18
"672",-117.175345,32.714174,"2011-08-20","23:32:38",2011-08-20 23:32:38
"673",-117.175375,32.714001,"2011-08-20","23:33:23",2011-08-20 23:33:23
"674",-117.175434,32.713808,"2011-08-20","23:34:08",2011-08-20 23:34:08
"675",-117.175349,32.713866,"2011-08-20","23:34:50",2011-08-20 23:34:50
"676",-117.175349,32.713844,"2011-08-20","23:35:40",2011-08-20 23:35:40
"677",-117.175065,32.713882,"2011-08-20","23:36:25",2011-08-20 23:36:25
"678",-117.174459,32.713931,"2011-08-20","23:37:15",2011-08-20 23:37:15
"679",-117.173999,32.71394,"2011-08-20","23:38:05",2011-08-20 23:38:05
"680",-117.174043,32.713914,"2011-08-20","23:38:45",2011-08-20 23:38:45
"681",-117.174089,32.713887,"2011-08-20","23:39:25",2011-08-20 23:39:25
